review_text,review_status
I believe this will be very helpful for Christian People to understand who God is through the life,positive
"As someone who was arrested amd jailed and deported from Japan due to a  fear of flying phobia that the Japanese government refused or could not  comprehend, I find DuPont's book an important addition to helping the  public understand and deal with such phobias. I still don't like to fly,  even after my 1983 accident, but DuPont's book helped me better understand  my condition. A very important book. I hope it finds a Japanese publisher,  too",positive
"&quot;The Journals of Susanna Moodie&quot; poems are interesting and spare in style.  I have not gone through the whole collection, but Margaret Atwood has written a thought-provoking account (through poems) of Susanna  Moodie.  Any serious or avid poem reader should consider this collection of  related poems",positive
"The brilliant theory of General Theory of Relativity authored by Great Mind Albert Eintein, is truely magnificient",positive
"This is the best review of the JFK assassination that I have seen. There is still a large ""assassination industry,"" which can afford to find documents that you haven't read and charge you with ignorance if you haven't read them, and find 15 more if you read them. This gives a common-sense overview that seems quite reasonable. I trust it. I am always willing to consider other opinions, but the balance of evidence has always indicated that Oswald acted alone.",positive
"This book introduces us to the colorful world of a bygone era, that of border radio.  Brilliant technicians constructed gargantuan transmitters along the border towns of Texas/Mexico and beamed their signal into all of North America - one angry resident complained that was ALL he could get on his radio.  These stations were distinguished by their call signs that began with an 'X'. This spawned an industry of singers, politicians, preachers and pitchman the type we now see on &quot;infomercials&quot;.  Mail was the barometer of the day - the more mail you &quot;pulled&quot; in from listeners the more clout you carried with stations - &quot;keep those cards and letters coming!&quot;  New Federal regulations put an end to this wild world but not until the airwaves crackled with everyone from Wolfman Jack to the Rev. Ike - &quot;get out of the ghetto and get into the get-mo!&quot;  This is a marvelously written treasure trove that will be welcomed by anyone interested in radio, salesmanship, and American sub-cultures and the bizarre",positive
I am thilled to see this book being available in hardcover and paperback as well.  I read this book about ten years ago and I read it regularly every couple of years.  The story is very compelling and the scene of the protagonist walking home through a run-down community is a classic of American literature.  ,positive
"As the name implies, this is about the elements of programming style. The examples are a bit dated (old languages, not C/C++/Java/the-next-great-language). But this isn't a *language* programming book, it is about how to write good programs in any language",positive
"Gunstories by Beth Atkin is a book that should be mandatory reading for ALL students and discussed with parents, teachers, and friends. Young people discuss guns in a positive light and a negative light. As with any subject, it is only with EDUCATION and knowledge that a change can be made. I definitely recommend this book and hope that it can be a fixture in ALL elementary, middle, and high schools. (P.s. If you are a school librarian, ORDER a copy!!)",positive
"These mysteries are COZY and INTERESTING and GOOD!!!  They are perfect!!!  I could not ask for a better mystery!!!  Not only is the setting and atmosphere cozy, but the clues, story line, and pacing are perfect!  This author definitely has talent!!!  The clues are perfectly and cleverly crafted and lead to the mystery solving.  And the characters - you feel like you know them!!!  I love this small town and all the characters.  Not just the main characters, but the other characters have purpose and meaning in this book.",positive
"After devouring this book, I immediately passed it to a client who is developing a speaking business. Lenny's book is full of real-life examples and practical tips for communicating  clearly and powerfully. Whether you want to speak professionally or just communicate better in your day-to-day life, this is the book for you",positive
"If you're intimidated by Tolstoy or Dostoevsky's long masterpieces, consider starting instead with Turgenev's ""Fathers and Sons.""  This book is of course a masterpiece of Russian literature.  It's characters and themes are timeless and absolutely relatable to our modern culture.  This is a story of family relationships, romance, and philosophy.  Highly recommended.  ",positive
This book does a fine job explaining the facts of Biblical archaeology. The latest discoveries are listed which makes it a solid addition to the book &quot;The Bible as History.&quot,positive
"I started with the second volume, The Mammoth Book of More Historical Whodunnits, and enjoyed it so much that I went out and got a copy of this one as well.  I really liked the time-span of story settings, and the best part was the mystery that was written down over 2000 years ago!",positive
" Time to pack up my luggage (wouldn't it be nice to have a suitcase like Rincewind's?) and take off for Discworld while the rain and gloom of a January thaw engulf the northern hemisphere.  ""Guards!  Guards!"" is the eighth book in the Discworld series, in which Captain Sam Vimes of Ankh-Morpork's Night Watch gives up drinking and gets married (just the opposite of most folks).  I don't read the Discworld novels in order any more, just pick up a favorite and start in.",positive
"Lovers of Mr. Rochester beware - in this, his second book of literary puzzles, John Sutherland turns his considerable powers of literary analysis towards, amongst other things, undoing the good reputation enjoyed by Jane Eyres brooding hero. Bronte fans, brace yourself for some idol-smashing. As in his first book of devoted to literary head-scratchers (the wonderful Is Heathcliff a Murderer?), Sutherland here sets himself out to answer some of Western literatures most intriguing questions. Though you might not always agree with some of the conclusions Sutherland comes to (we have to have a talk, he and I, about Mr. Rochesters moral integrity) as a writer he is always witty, as a thinker always innovative, and as a guide through literatures most baffling conundrums, always genial. Buy this book and I promise not only will you learn something (and, if youre anything like me, get into some very heated debates with fellow literature lovers about Jane Eyres prospects for bliss, etc.) - but youll also have a heck of a lot of fun",positive
"Let's Learn Kanji is systematic, it gives you a wealth of basic kanji knowledge (including stroke order and radicals) as well as providing space to practice AND regular worksheets/mini tests so you can monitor your progress! Often kanji books offer only examples and written explanations, or focus soley on repeated written practice. The addition of the mini tests for consolidating your learning makes this book a must have. I studied some kanji previously but found my self directed study slow. While I agree with the other reviewer that the pace seem stedious at first, I after a month I can claim some serious progress! My only concern with this text is that from time to time the mini tests do not have an answer key. All in all an excellent book for self study by motivated beginners",positive
A great read for anyone interested in cards. I managed to pretend to my friends that I knew nothing about cards before cleaning them out after reading this book..,positive
"I would recommend The Power of Simplicity to everyone.  This book goes far beyond a discussion of marketing strategy.  The idea of simplicity is relevent to all aspects of life.  This book is full of useful information and contraversial suggestions pertaining to marketing strategy.  Although the book is considered an educational read, I feel that it is extremily entertaining as well.  It's just an interesting book, it doesnt get much simpler than that",positive
I recently finished reading this book. This is really a great book and gave me some insight into my own behaviour. It would be fair to say that this book has great value to those who get through first 3 chapters and understand the theory behind rest of the book.,positive
"Once again Larry McMurtry delivers the goods in this tale of The Old West . We are introduced to Calamity Jane who spends a lot of time writing letters to her daughter by the light of a campfire. Calamity Jane joins a Western Touring Company and the sea voyage to America is particularly memorable. There is also another character worth mentioning, namely a Native American called No Ears who views the world in terms of deep philosophical thought. Towards the end of the book we see Calamity Jane lamenting her lost youth and sadly reflects on the Glory Days of the Old West that she was once a part of. Larry McMurtry has writen a fine novel with a real, believable female character which is something most writers in this genre are unable to accomplish.Another wondrous tale from a Master Of His Craft",positive
"I took a class on Sociology and Law in college and my professor kept on referring to this book.  I decided to see what he was talking about first hand and am glad I did!  This book is expertly written and thought  provoking.  This is kind of book that you take out and reference every once  in a while.  Yes, it does get boring in some parts but I think that if you  are in the legal profession or you just like history this is a book for  you!",positive
"This book has opened up a whole new world for me, my husband, and my son.  What a great idea to link reading and play!  Each night we choose a book to read and an activity to go along with it.  I highly recommed Read It! Play It! with Babies and Toddlers to anyone who has a child",positive
"Jesse, 15 lives in Harlem, New York City.  He is the only child of a bright couple and his best friend, Rise is one of his biggest influences.",positive
"Making ancient history entertaining?  For children?!?  You bet....  Enhance your history studies by reading books that are written specifically to a child.  Great book complete with historical accuracy & lively illustrations.  Approximately 3rd grade reading level, interesting to even older elementary students.  Don't rely on it for a primary source, but include it in a study of Greece.  Nice book",positive
"This is a very thorough, very exhaustive look at the life of the sixth president of the United States, and while it may not be as easily readable as, say, David McCullough's &quot;Truman&quot;, it is certainly less dry and slow-going than most scholarly works. If you're looking for a full-life biography of Monroe, one that truly informs you on the subject and does not simply dramatize the story of a historical figure's life, this is an excellent choice. If you're looking for light reading with a historical basis, this is definitely NOT what you're looking for",positive
I really enjoyed this book as I do all of her Tamara Hayle Mysteries. I wasn't really surprised with the ending but I still enjoyed it and recommend that you read it. I'm ready for the next Tamara Hayle installment I hope Basil is in the next one.,positive
"This book has come in handy several times. It is especially useful for writing informed consents, and for creating many of the documents you don't realize you need until it is too late",positive
"Roman, by Roman Polanski is a very good book.  It is very touching about his memories of his late wife, Sharon Tate and their short life together.  Roman lost his wife and unborn child in 1969 by the Manson Group.  He had a  very hard life in Poland during WWII.  He lost both his parents during that  time, but he grew up to be a world famous director.  The book tells about  his struggles during these times, and also during the period after the  deaths of his wife and child.  He tells about his Hollywood days of  directing, his famous friends, famous people and then what turned out to be  his downfall...with the teenaged girl acusing him of sexual contact and him  being arrested.  To avoid persecution, Roman left the United States and has  been in exile in France ever since, but still directs and has released more  movies.   But, the book is very well told, and gives a good insite on  Roman's life and his career",positive
"This book ranks along side Will Durant's ""Story of Philosophy"" as the best book on Western Philosophy. The key difference is that whereas Durant deals only with some selected individuals, Russell gives a comprehensive history. Topics that get the short shrift in most histories (Pre-Socratics, Medieval Philosophy, etc) are given the full treatment here.",positive
"I had ordered this for Hanukkah 2006, but luckily I took a sneak peak first. My daughter, aged 4, would find this far too scary. Despite its inappropriateness for the younger, more sensitive reader, it is excellently written and very well illustrated. I have not returned it, but it'll be a while before it comes down from my shelf",positive
"This is the greatest unfinished work in all of American literature, and also the best book on filmmaking ever written.  So much compassion and wisdom",positive
"I am a two and a half year old boy.  I go to a parent-toddler class with my mommy, and my teacher read this story to the class.  The pictures captured my interest immediately.  The storyline is compelling.  But the most fun part is the new vocabulary I've learned from it.  I adore this book and I read it several times a day at home (I memorized the text after my teacher and my parents read it dozens of times for me).  I'll never look at a squirrel the same way again",positive
"Yay--this book was fun and extremely informative.  At first, the idea of coloring at my age was a bit funny (to keep it humorous for me, I conjured up in my mind a tall, overgrown middle-aged male graduate student squeezed in a chair, hunched back looking over a desk and coloring with his set of 64 crayons).  Anyway, I digress.  As a doctoral graduate student taking a Neuroscience course--this book really helped me nail down structures of *way* too many things.  But ultimately, it helped me make the grade.  If you get the book, make sure to color in it--it really does help (not to mention a great way to relieve some stress from the day).  Otherwise, what's the use of buying a book like this--it becomes an ordinary textbook if you don't color in it.",positive
"This book is lovely, the perfect ""medicine"" for our hectic lives in this constantly-changing world.  It has a lot of information packed in, yet is presented in a clear, straightforward manner.  As I read the book, many things about my life and the way I react to change fell into place for me, and this book gave me not only new insights about myself, but also practical, positive ideas for better ways I can deal with change in my own life",positive
"This books offers information that will eliminate a lot of unnecessary headache and rejection for writers who are currently published and those looking to break into the freelance field. The tips and examples are great, and there are many resources for those who want to get published. In my opinion, it's essential for making the most of your writing career.",positive
"This is a great, funny book.  It may be my favorite Jeeves & Wooster story",positive
"I am at the mid-point of the book and will likely post another review when I am done. [...] The authors give the history and motivation and design decisions behind HLA. They also give many good examples, [...], allow you to get a really good feel for the important concepts of HLA by running an actual federation. One thing I will be looking for is the impact of the architecture on simulation performance, scalability in practice (as opposed to in theory), and how is HLA likely to evolve over the next couple decades. ",positive
"This is a superb book for anyone who wants to learn more about futures and options, especially with specific examples to energry trading.  It is quite easy to read and very understandable for anyone untrained in finance  jargon",positive
"With beautiful photos of the range of Niki's work, this children's book enables both kids and adults to get an overview of Niki's work, especially her sculptures. This is the only book I have found that has pictures of her Escondido work-- it is a magical place and one can get a feel for it through this book",positive
"This was a book that finally answered my wife's questions.  She is a theologian (main stream, liberal.  Evolution is OK) and deals with science and religion frequently.  She kept asking me of my biochemical research ""is it predictive?"".  What she was asking was from my studies in protein structure could I predict the Taj Mahal?  I mumbled a great deal during those conversations.  ",positive
"This book immodestly bills itself as a unique compilation of useful information for architects.  It is devided into six sections dealing with Measure and Drawing, Proportion and Form, Codes and Guidelines, Systems and Componenets, Characteristics of Materials and a catchall final section entitled a Compendium.  In turn, each section is illustrated with wonderful line drawings and quick run downs of architectural details.",positive
"This is the first of a great series of books. Knights & squires, quests & fairies, action & discovery ---- old stories re-told in an easy-to-read style with a dose of dry humor. Geared towards older children (my daughter LOVES them all), they don't insult the intelligence of the reader (I enjoyed them more than much of the ""grown-up"" fiction I read). The series is best when you read them in order, as you meet the characters again in future books. The books were such a hit, I actully purchased them in hardback (gasp!) so that the rest of my kids can read & re-read them as they get older. We're eagerly waiting for the 7th book (and the 8th...) to come out in print!",positive
"My two boys, ages 3 and 2, both pull this book off the shelf over and over. I use it to teach the younger one new vocabulary (both in English and Spanish) and the older one to continue to practice his numbers (also in both languages), as well as colors. It's a great addition to the workbook Flip Flop Spanish, and also just for fun.., my littlest, a one-year-old girl, even looks at the pages and will sit with the boys to watch them. They're sturdy pages, full of all KINDS of things. The kind of book you find something new each time you open it. It has little lists to find items as well.",positive
I discovered this in an airport bookshop and it is a great read on a flight. I takes some of the most insightful trend study and boils it down so that anybody can get their arms around why design is the most important factor in your business today. Yes any bussiness. This is my hyperbole Tom is much better at stating the case. But when a management guru like Tom puts out a visualy interesting as well as well thought out book like this it is time to take notice. Read and use or be left in the dust,positive
"The theory behind this important collection of essays is that &quot;the history of medieval power is to be sought in microcosms.&quot; These essays demonstrate quite effectively that it can be found there as well.  Each  essay focuses on a facet of the shifting power relationships in twelfth and  thirteenth century Europe.  At issue in each are the questions of what or  who held the power to command or punish, and how that power was obtained,  kept and manifested.  This is a truly enlightening book. Of particular  interest are the essays on holding power over the truth, as well as those  dealing the formation of the nobility into a self-consciously chivalric  warrior class.  However, all the essays are intelligent and useful  explorations into the very nature and meaning of power.  Ultimately, this  book must be considered essential for any serious student of history,  casual or academic",positive
"Ted Kheel has written a masterful, poignant and important book. In an increasingly litigious and contentious world, his is a voice of reason, compassion and true vision. As Karl Llewellyn observed, &quot;Technique  without compassion is a menace, and compassion without technique is a  mess.&quot; Mr. Kheel gives us both, in a manner that is brilliantly  accessible, thought-provoking and inspiring",positive
Some of Patterson's conclusions were a bit of a reach.,positive
"I am finding this book quite helpful to getting to know myself better and to have greater control over my emotional responses, or mood. The authors guide you through several approaches of specific steps you should take to get to know some of your core beliefs, which they say may be causing depression. You are free to choose the approach that works best for you, but you do need to try them all to see what works. It is quite time consuming. One of the approaches requires you to record your activities and asses your mood every hour. The instructions are clear and concice and examples provided are helpful, however it does take a true commitment. I suppose it may be fair to say that true change most often does take real work",positive
"Having attended the fictitious ""Grove School"" Bingham describes in this book, I am confident in saying that it is all true.  We are all indeed messed up and destined for the Ivy League.  In any event, the fictitious ""Fairfield Academy"" does also exist.  I frequent the Grove House of Pizza and I highly recommend the chicken cutlet sub.  Bingham has written a fine text and I only wish he were alive to read these reviews now.  Hip hip hooray",positive
"Craig Cockran has reprized his first work with a text that is as rich as it is inspiring. Detail oriented, yet captivating and simple to read, this book belongs in the library of anyone who is invested in the QI process or just starting a QI program. The writer has once again shown a unique grasp of business and the instructional process. I look forward to the next installment from this outstanding author",positive
"This version of the old favorite is an interactive delight, engaging all the senses of reader and listener as they sing and play their way through the story.  Each page offers endless possibilities to captivate the interest and attention of the youngest ""readers.""  The progressive repetion of the song makes learning it fun and easy.  All the colorful digressions, especially the silly commentaries on each page, can lead to more fun & games. Wonderfully illustrated; sturdy pages",positive
I also used this book in my graduate program.  This book provides an excellent overview student development theory.  It is an excellent introductory text.  I had the added benefit of using this text in a course taught by one of the authors,positive
"This is by far the best dictionary on the market.  Far better than Merriam-Webster's outdated and obtuse dictionary, The American Heritage Dictionary is a dictionary for the 21st century.  It is up-to-date,  informative, pleasing to look at and browse.  I would gladly pay full price  for this dictionary.  Finally, I can discard my outdate M-W dictionary.   What a joy",positive
This book is geat for the whole family. The illitrations are fantastic and funny. It's about Pa who moved to California and sends a note to tell his familly to move to California. They take a stage coach from Missorii to California and it took 21 days to get there. There are funny people in this book. Ma in this book has a secret in the end so read the book to find out. Buy this book for the kids and it will make them smile so much that there smile will stay there. So buy this book right now!!!!,positive
"I read Les Miserables after I saw the opera, and it has inspired in me more than any book I've ever read.  I don't believe one could ever find a better novel anywhere.  For everyone out there--read this now!!  There is a character that will touch everyone, no matter what type of person you are.  This novel is easy to relate to, and exciting.  It also give some insight to the unwritten history of the revolutions in France during Napolean's time.  I recommend strongly to everyone to read this book, and see the opera.  It really will effect your life",positive
"A wonderful book providing a myriad of ideas for those of us who need not only a BASIC review of knitting but an introduction to a NEW world of knitting.  Thank you Chapman Tracy for such beautiful photos, tips, etc.  I've already given this book as a gift and will continue to highly recommend it",positive
"The trilogy just stunned me and I worked at trying to understand its complexities. Then I read this book, and everything made sense. At first I declared that the trilogy was better than 'The Lord of the Rings' but could not explain why. This book nails it. It will be wonderful if you read the trilogy, read this book, and share everything with your children. Remember when 'expanding your consciousness' was all the rage? No? That's OK.  All these books do it with a basis in science. Buy the darn books. Buy them for your friends",positive
"I found this book to be very helpful. It doesn't just give you the steps to do little tasks like some of the other books I looked at; it explains the features and why you would use them, and shows you how to do things from start to finish.  It also has a lot of helpful hints that aren't related to the exercises--last night my husband installed Vista Business Edition and couldn't find a feature he wanted, and I was able to find the solution immediately in this book",positive
"It is almost like dream comes true when I saw the revised, new second edition out at the bookstore.  The imrpoved edition not only has amended the errors or typo in its predecessor, but has graciously added new/updated materials in synthesis.  You may see it as an equivalent to Jerry March's Advanced Organic Chemistry but a whole different approach.  The sections on oxidations, reductions, and organoboranes are excellent.  Since organic synthesis is a broad and infinitely growing field, not a single book covers all the principles and gadgets of organic chemistry.  Use it as an encyclopedia or along with popular title like Nicholaou's Classics in Total Synthesis in order to enjoy the wonders of organic chemistry",positive
"I was introduced to this book while staying with a friend, and I was hooked.  I went home and bought it so that I could finish it.  I didn't know much about Buddhism before I read this book.  Ms. Boorstein's stories read a bit like the Chicken Soup for the Soul books.  She has short wonderful stories that demonstate current day people practicing  the Buddha's teachings.  You do not need to be a Buddhist to appreciate this book!  It's very inspirational.  Since this book, I have read several more books to learn about the teachings of Buddha",positive
"A commentary on a book of the Bible will generally include the commentator's outline of the structure of that book.  A good outline can greatly enhance one's understanding of a biblical book, so such outlines are important.  Rarely, though, do commentators say much about how their outlines are derived.        ",positive
"Excellent book, if you are interest in ancient egypt, read this book, you'll learn a lot of interesting facts about the valley of the kings, the pharaohs, etc.",positive
"   The Hitchhiker's Guide to the Galaxy is the number one best selling book in the galaxy for many reasons. One it is slightly cheaper than others, but most important is that it has the words'Don't Panic' written in bold letters on the cover. The story of The Hitchhiker's Guide to the Galaxy revolves around this remarkable book. This story strangely begins when the earth is destroyed by a Vogon construction fleet clearing the way for a hyper space express way. The last Earthman, Arthur Dent, is saved by his best friend Ford Prefect, who is actually an alien that comed from a small palnet somewhere in the vecinity of Betelgeuse. They are soon thrown out of an air lack and rescued by the Heart of Gold using the Infinate Improbability Drive. Inside they meet up with Zaphod Beeblebrox, the two headed, three armed president of the galaxy, Trillian, an Earthwoman who Arthur failed to pick up and wnt with Zaphod, and Marvin, a parinoid android. This book tells of there amazing adventures throughought the galaxy. These adventures involve mice, an abandonded planet, a rather suprised sperm whale, and the number 42.",positive
"I read this book even before it was assigned to my undergrad psychology class -- and then I read it again, and enjoyed it both times. De Wall does protest too much -- he's clearly answering his critics throughout -- but I found his curmudgeonly outbursts amusing. More importantly, De Wall's arguments for the existence of culture in animals are persuasive (not that I needed much persuading), and his use of anecdotes keep the book entertaining. I'm looking at my pet pooches in a whole new way these days",positive
"As mentioned, this book is amazingly compact, cramming three semesters of calculus and a bit of ordinary differential equations into just 800 pages. That conciseness also implies that much explanatory material and many illustrative examples are missing.",positive
Reviewed by Joanne Benham for Reader Views (2/06) ,positive
"Peter Allen takes three of the most compelling aspects of human history--sex, disease, and religion--and weaves them together in a fascinating exposition of how religious authorities in the West have viewed  disease since the late Middle Ages. His book discusses the histories of  lovesickness, leprosy, syphilis, plague, masturbation, and of course AIDS.  For each disease (and yes, masturbation was considered a serious disease  well into the 20th Century!), he discusses how sex, and the sins associated  with it, figured into the religious and popular views of illness. Allen's  book is meticulously researched (he read texts in the original French,  Latin, German, and Italian) and elegantly  written. It is a far easier read  than most academic works. Most importantly, it offers insight into how  religious and sexual  intolerance can hamper the fight against disease,  even in today's world",positive
"There are two different types of Larkin poem. The first type, mostly written before 1955, are influenced by Yeats and Auden and are mediocre. The second, written when he found his voice, are amongst the most wonderful works of English literature ever written.",positive
"There are so many design books, but the Graphis series always asure you the best work quality.",positive
"Pojman does a superb job of illustrating many different approaches to ethics, providing examples of practical application of each. This helps the reader develop a critical mind, capable of reasoning his or her way through ethical dilemmas that we all face on a daily basis. Pojman is not afraid to go for the jugular on approaches in which he finds serious flaws, such as cultural and ethical relativism. The reader will find that Pojman does not adhere to one ethical theory in particular, but rather calls for reason and judgment, based on strong moral principles, in every situation. Some situtations call for a utilitarian approach, some for a virtue-ethical approach. Whatever approach he takes, however, will be based in thorough and sound reasoning. This book makes its readers want to be better people.",positive
Meg Blackburn Losey has written a most informative book. I purchased an additional 4 copies which were given as gifts to the parents of young children - a wise choice from the compliments I received afterward.  A must have to understand todays gifted children. There is a wealth of knowledge inside that truly will enlighten you to the children of these times,positive
"Excellent. As the title states the ""ultimate"". Should be the first book purchased, borrowed or stolen for the enthusiast",positive
"This was the first VI Warshawski book I ever read, and it did an excellent job of whetting my appetite for more.  I think Paretsky did an excellent job of drawing me into VI's world, which is rich with unique characters.  VI comes across as individualistic and principled, and I like how Paretsky resisted cliché temptation on several counts: the complex issue of chemical responsibility is not wrapped up in a tidy bundle by the end of the book, and there is no &quot;obligatory sex scene.&quot;  Not that sex scenes don't have their places, but I just hate it when I'm reading along and I can almost hear the agent say, &quot;Okay, author, you need to steam this up a bit right here if you want to sell this book.&quot;  In this story, VI is all business, which is a delightful change of pace",positive
"Leah Stewart is a talented writer. I read this book after finishing her most recent novel, The Myth of You and Me (which I highly recommend). This story is dark and chilling. Olivia is a young reporter covering crimes in Memphis on a hot summer. When the body of girl is found, the case becomes eerily personal for Olivia and the lines between professional duty and personal struggles become blurred as she gets deeper into the murdered girl's story and life. The characters in this novel are deep and well developed, and the sultry atmosphere of a hot summer in Memphis is well rendered. I highly recommend this book",positive
"This is an excellent book.  Its academic / sociological approach may put off some lay readers, but that would be too bad.  The subject, and the message, are both very important.  In many ways, this book is similar to &quot;The Appearance of Impropriety:  How the Ethics Wars Have Undermined American Government, Business and Society,&quot; but although this book is somewhat less accessible to general readers it is certainly stronger from a social-science standpoint.  An excellent book, well worth reading for anyone interested in why repeated efforts to stamp out political corruption have borne such mixed (at best) results",positive
I bought this as I'm beginning to study Judaism in my spiritual journey.  The book is very well translated and includes recommendations for readings on holidays.  There are also pictures throughout the book from various times and locations.,positive
"For someone like myself that is new to selling and licensing art,this book is so informative. I am so glad that I bought it. It is also a good reference book to keep on hand. I recommend it.",positive
"This book is a personal re-examination of food--what we eat, and why we eat it. In this book, Prentice examines food customs and traditions, searching for their physiological and environmental rationale.  Her primary observation about food traditions is that they are strictly tied to the seasons, and thus the continual year-round availability of our foodstuffs has resulted in loss of much traditional knowledge about what is good for us and what isn't.  In recognition of the essential seasonality of foods, Prentice organizes this book into the thirteen moons that make up the year, from the famine moon, to the sap moon, from the egg moon to the corn moon, from the blood moon to the wolf moon.  ",positive
review_text>,positive
Interesting.  I never knew there were so many varities of garlic and onions.  I'll be growing some next year,positive
"Rawlings explores the lives and interations of the odd assortment of people living in Cross Creek, Florida in the early 1900s.  It is often assigned reading for teens, but I doubt that most of them can appreciate it.  Her accounts of neighbors feuding and subsistance living gives us many lessons in human behavior.",positive
I have always been a fan of the STAR WARS saga but never really read any of the Novels. This was my first SW Novel. I must say i want to be a SITH. I just finished this novel last night and honestly want a 2nd coming. If u read the epilogue of this book u will grind your teeth! the storyline at first felt familiar but then radically changed but had the SW ripple effects. I however got more excited because i played KOTOR/EP3 The game/KOTOR 2 and Jedi Academy so allot of the visuals and things in the book were already visualized for me in those games.  I loved the entire transformation and how gradually even the sith were headed like the Jedi in EP3.  It an amazing story and can't wait to a sequel if any. ,positive
"Cajun Cuisine is, without a doubt, the best Cajun cookbook that I've ever used.  I was born and reared in Southern Louisiana, and the recipes detailed within closely mirror the exact techniques, seasonings, and spices  that I had learned by watching both my grandmothers in their kitchens, and  how I was personally taught by my grandfather at his hunting camp.  You  CANNOT go wrong with this book!                                    Jacque",positive
This is one of the best bathroom books i have read.  I bought it as a baby shower gift.  Not only is it funny but it has really helped  some of my girl-friends reluctant little poopers. ,positive
Beautiful book with impressive photos and info on contemporary and cutting edge designs in prefab home. Great sampling of the most modern designs and some info about them. Could have been more detail on the homes,positive
"This was a very informative read.  I have gotten so many great ideas and will be using many of them in my own coastal garden.  This is much more than a typical gardening how-to book.  There is so much wisdom here and also some interesting facts.  Organic gardening is my first love and I was pleased to see Ms. Hadley insist on it in her own garden.  A Garden by the Sea reads like a story as well as a great resource for gardening information.  I agree with the other reviews here, it is like talking with a friend.  This book has become a treasured addition to my library",positive
"I have got to say that this is definitely the best cheesecake book ever. Initially, I was shopping around for one since my boyfriend's favorite dessert was cheesecake. I ran across this and decided to get it. Well, one of the best choices I could ever make, I think. This is an amazing book! ",positive
"Sadly, as a rule, I have no great interest in history.  But Ms. Behrman's approach brings the person of Thomas Jefferson to life in a way that appeals to all ages.  She puts personality and emotion into her writing which makes potentially dull facts, dates and events brim with energy.  This is a wonderful series and she does it justice in every way",positive
"Reading late James - particularly ""The Golden Bowl"" - often strikes me as being similar to reading a novel in a foreign language whose vocabulary you have mastered but whose grammar remains partially a mystery. Anyone who has attempted this will recognise the sensation of understanding all the words, yet not understanding how they fit together. You read a sentence two, three or five times, and it is only then that you understand, if at all, the meaning of all the words combined. Sometimes the meaning never becomes clear.",positive
This is a superb collection and a true tribute to this incredible photographer,positive
"I have been procrastinating in upgrading our website so I figured I'd read a few books... a great way to procrastinate some more.  Well Marcia writes in a step by step practical way, creating a marketing foundation first then getting to the beef.  I'm now educated and inspired, have a notebook full of notes and ideas that I'm actually implementing.  It's getting done.  I'm actually recommending this book to friends who are redoing their marketing message since the first two chapters do that so well... great book, not heavy, beefy info",positive
"A love story between a couple that does not want to bein love. Very good book, like all that I've read from this author.",positive
"Ms. Phillips certainly knows how to tug at those heart strings!  I felt as though I were right there with Mac and Sammy Jo, feeling the emotions they felt.  This is a great story that proves that true love can happen when  it's least expected and that true love always prevails.  I recommend this  book to any romance lover",positive
"I had a chance to read this book cover to cover. All I can say is &quot;absolutely outstanding&quot;, short of calling it a historical masterpiece in the field. Very rarely do I encounter an epidemiology or biostatistic textbook that reads so well. It is optimally reader friendly; the author appears to have such a talent in explaining some most sophisticated epidemiological and statistical concepts in such a simplified language. Yet he does not sacrifice the inclusion of some very advanced epidemiological and statistical concepts. New concepts such as causal graphs and instrumental variables are also included and explained beautifully. I strongly recommend this book to all early to intermediate graduate students majoring in Epidemiology. Established epidemiologists may wish to read this book to refresh and update their knowledge. I hope the author writes more textbooks with the same style",positive
  This book is packed full of incredible devices for any one who enjoys Exalted. The book has a wealth of knolage from the first age as well as the age of sorrows. ,positive
It is over a hundred dollars but put it off this is the book. You won't need any others,positive
"I am not going to go over the contents of the book, or much about Charles Bukowski, because if you are considering this book you must know something about the man and his work. I will just give you my impression of this collection of work.",positive
"Though only a fraction of books have been written about the Great War when compared to WWII, there are some great ones to pick from. For instance, for a great narrative of the American involvement in World War I, try The Doughboys by Gary Mead. For a good look at the events of Gallipoli, just last year John Laffin wrote The Agony of Gallipoli, which is a wonderful brief book on that travesty of warfare. There is a great book which chronicles Verdun called The Price of Glory by Alistair Horne. The list goes on and on, whether it be Flanders, the Somme, Passchendaele, Africa, Jutland, whatever your area of interest might be. The point I'm making is, there are plenty of specialized accounts of World War I, and even several overviews of the war, but John Keegan's THE FIRST WORLD WAR, is a great source for an overall study of the war. ",positive
"If you want to read a book that's exciting, happy, and mind-blowing you should read Small Steps. From the author that brought you Holes, Louis Sachar, is at his best. This book is sort like a sequel to Holes. The main character, Armpit, is stuck in a situation which he can not handle. He is in the heat in Austin, Texas and I think it is making him do crazy illegal things. At first he did not know what he was doing was wrong, but now he just hopes he does not have to go back to jail. I think that this book is good for any reader 11 and above. Both boys and girls would enjoy this book. I think they should make a movie out of the book; it would get outstanding remarks. This is one out of few books that I could read over and over again.",positive
"Ms. Kulp has done a wonderful job, as usual, updating her classic book on raising a child with Fetal Alcohol Spectrum Disorders.  This book is a must-read for anyone who loves someone with FASD",positive
